job_name,instance_type,vcpu_per_instance,time_instance_seconds,time_vcpu_seconds,cost_cloud_dollars,cost_vray_dollars,used_clock,total_clock,cpu_utilization,peak_memory_usage_gib,min_feasible_instance_type,camera_trajectory_included_in_dataset
ai_001_010@scene_cam_01_geometry,large,2,8162.9950000000035,16325.990000000007,0.0730134552777778,0.04081497500000002,7889612,50616269,0.15587106983329807,0.7367668151855469,large,True
ai_001_010@scene_cam_02_geometry,large,2,8240.348,16480.696,0.07370533488888889,0.04120174,7496814,51511422,0.14553692577153082,0.6937446594238281,large,True
ai_002_001@scene_cam_00_geometry,large,2,7646.303000000001,15292.606000000002,0.0683919323888889,0.038231515,8358673,47497793,0.17598023975556085,0.7314300537109375,large,True
ai_002_002@scene_cam_00_geometry,large,2,8296.943,16593.886,0.07421154572222222,0.04148471499999999,9655646,51950727,0.18586161460262143,0.7054214477539062,large,True
ai_002_003@scene_cam_00_geometry,large,2,7923.3820000000005,15846.764000000001,0.07087025011111112,0.039616910000000005,12262910,49495407,0.24775854454535548,0.7247657775878906,large,True
ai_002_004@scene_cam_00_geometry,large,2,7816.810999999999,15633.621999999998,0.0699170317222222,0.039084054999999986,8258514,48730758,0.16947230740798244,0.7190704345703125,large,True
ai_002_005@scene_cam_00_geometry,large,2,7937.013,15874.026,0.07099217183333333,0.039685065,8473240,48816261,0.1735741293254721,0.7232170104980469,large,True
ai_002_006@scene_cam_00_geometry,large,2,7322.267,14644.534,0.06549361038888889,0.036611335,8012950,45542206,0.17594558331232352,0.6988754272460938,large,True
ai_002_007@scene_cam_00_geometry,large,2,8167.354999999999,16334.709999999997,0.07305245305555555,0.04083677499999999,12207179,51037128,0.23918232624688443,0.8251304626464844,large,True
ai_002_008@scene_cam_00_geometry,large,2,8048.838000000001,16097.676000000001,0.07199238433333334,0.040244190000000006,10321526,50494053,0.20441072535809315,0.908172607421875,large,True
ai_002_009@scene_cam_00_geometry,large,2,8545.380999999998,17090.761999999995,0.0764336856111111,0.04272690499999999,32059357,53730246,0.5966724403234632,0.805816650390625,large,True
ai_002_010@scene_cam_00_geometry,large,2,7685.582999999999,15371.165999999997,0.06874327016666665,0.03842791499999999,8228295,47101858,0.1746915164153397,0.727874755859375,large,True
ai_003_001@scene_cam_00_geometry,large,2,8128.909999999998,16257.819999999996,0.07270858388888887,0.04064454999999999,10163229,51234529,0.19836678892861492,1.3075790405273438,large,True
ai_003_001@scene_cam_01_geometry,large,2,8140.867000000002,16281.734000000004,0.07281553261111114,0.04070433500000001,14067826,50923443,0.27625441586893484,1.3500785827636719,large,True
ai_003_002@scene_cam_00_geometry,large,2,8521.338000000002,17042.676000000003,0.07621863433333334,0.04260669,7304188,53349041,0.1369132014950372,0.738372802734375,large,True
ai_003_002@scene_cam_01_geometry,large,2,8546.136000000002,17092.272000000004,0.07644043866666668,0.04273068000000001,10325740,53360040,0.19351072450470427,0.7455520629882812,large,True
ai_003_003@scene_cam_00_geometry,large,2,7807.147,15614.294,0.06983059261111112,0.039035735,7187665,48760916,0.14740627514052443,0.6985664367675781,large,True
ai_003_003@scene_cam_01_geometry,large,2,7222.821000000001,14445.642000000002,0.06460412116666667,0.036114105,5759319,44984128,0.12803002427878563,0.7202682495117188,large,False
ai_003_004@scene_cam_00_geometry,large,2,8265.091999999999,16530.183999999997,0.07392665622222222,0.041325459999999994,8664764,51755265,0.16741802017630478,0.7018165588378906,large,True
ai_003_004@scene_cam_01_geometry,large,2,8824.058999999996,17648.11799999999,0.07892630549999996,0.044120294999999976,8142195,55492779,0.14672530636823938,0.7079048156738281,large,True
ai_003_005@scene_cam_00_geometry,large,2,7474.243,14948.486,0.06685295127777778,0.037371215,9232211,46575781,0.19821913453260182,0.7302627563476562,large,True
ai_003_005@scene_cam_01_geometry,large,2,7163.936,14327.872,0.06407742755555555,0.03581967999999999,9416665,44207775,0.21300925006969929,0.6997222900390625,large,True
ai_003_006@scene_cam_00_geometry,large,2,7895.372,15790.744,0.07061971622222223,0.03947686,8724558,48399364,0.18026183153976982,0.7073287963867188,large,True
ai_003_006@scene_cam_01_geometry,large,2,8341.880000000001,16683.760000000002,0.07461348222222222,0.0417094,8953991,52217358,0.17147537414665828,0.69927978515625,large,True
ai_003_007@scene_cam_00_geometry,large,2,7510.579999999999,15021.159999999998,0.06717796555555555,0.03755289999999999,9453317,46439355,0.20356262484696439,0.7430839538574219,large,True
ai_003_007@scene_cam_01_geometry,large,2,7895.238000000002,15790.476000000004,0.07061851766666669,0.03947619000000001,9523737,49901239,0.19085171412276958,0.7114181518554688,large,True
ai_003_008@scene_cam_00_geometry,large,2,9437.137,18874.274,0.0844099476111111,0.047185685,18256521,60103833,0.3037496959636501,0.703338623046875,large,True
ai_003_008@scene_cam_01_geometry,large,2,8773.491000000002,17546.982000000004,0.07847400283333335,0.04386745500000001,18108019,55383532,0.32695673869264963,0.7268333435058594,large,True
ai_003_009@scene_cam_00_geometry,large,2,7638.929000000002,15277.858000000004,0.06832597605555557,0.038194645000000006,9432817,47688873,0.19779911762645344,0.6992149353027344,large,True
ai_003_009@scene_cam_01_geometry,large,2,7787.926999999997,15575.853999999994,0.06965868038888887,0.038939634999999986,12177184,48648948,0.25030724199832644,0.7460899353027344,large,True
ai_003_010@scene_cam_00_geometry,large,2,7497.656000000001,14995.312000000002,0.06706236755555557,0.037488280000000006,8071491,46171913,0.1748138744002225,0.7095718383789062,large,True
ai_003_010@scene_cam_01_geometry,large,2,7607.211,15214.422,0.06804227616666667,0.038036055,7608522,46540129,0.16348304492237226,0.7183494567871094,large,True
ai_004_001@scene_cam_00_geometry,large,2,8664.772,17329.544,0.07750157177777778,0.04332386,12629763,54210253,0.23297738529277848,0.7001762390136719,large,True
ai_004_001@scene_cam_01_geometry,large,2,8165.032999999999,16330.065999999999,0.07303168405555555,0.04082516499999999,12922669,51144697,0.25266879575022216,0.7307167053222656,large,True
ai_004_002@scene_cam_00_geometry,large,2,9204.199999999997,18408.399999999994,0.08232645555555552,0.04602099999999998,16858099,57766464,0.29183193556732157,0.7167549133300781,large,True
ai_004_002@scene_cam_01_geometry,large,2,8948.334000000006,17896.668000000012,0.08003787633333338,0.044741670000000025,15474998,56565166,0.2735782301072006,0.69720458984375,large,True
ai_004_003@scene_cam_00_geometry,large,2,7589.9569999999985,15179.913999999997,0.0678879487222222,0.037949784999999986,8870857,47175207,0.18804065872991294,0.697784423828125,large,True
ai_004_003@scene_cam_01_geometry,large,2,7270.616,14541.232,0.06503162088888889,0.03635308,8601696,45013933,0.1910896344027526,0.7244377136230469,large,True
ai_004_004@scene_cam_00_geometry,large,2,7334.868999999999,14669.737999999998,0.06560632827777776,0.03667434499999999,10655819,45516692,0.23410794000583346,0.7116012573242188,large,True
ai_004_004@scene_cam_01_geometry,large,2,8316.556999999997,16633.113999999994,0.07438698205555552,0.04158278499999998,12528168,52242211,0.23980929903598452,0.7061882019042969,large,True
ai_004_005@scene_cam_00_geometry,large,2,8041.122000000001,16082.244000000002,0.07192336900000001,0.04020561000000001,7670218,49769904,0.15411357835851963,0.7266960144042969,large,True
ai_004_005@scene_cam_01_geometry,large,2,7484.831,14969.662,0.06694765505555555,0.037424155,7920675,46513278,0.1702884711759081,0.7020759582519531,large,True
ai_004_006@scene_cam_00_geometry,large,2,9988.878,19977.756,0.08934496433333335,0.049944390000000005,30887428,63668363,0.4851299223760473,1.2182846069335938,large,True
ai_004_006@scene_cam_01_geometry,large,2,10251.332000000004,20502.664000000008,0.09169246955555559,0.051256660000000016,34096520,65383139,0.5214879634335085,1.6873626708984375,large,True
ai_004_007@scene_cam_00_geometry,large,2,8773.037000000006,17546.07400000001,0.0784699420555556,0.04386518500000003,9440385,54980823,0.17170323187050146,0.7202186584472656,large,True
ai_004_007@scene_cam_01_geometry,large,2,9304.823999999999,18609.647999999997,0.08322648133333332,0.04652411999999999,10983981,58922689,0.18641343744512406,0.7320327758789062,large,True
ai_004_008@scene_cam_00_geometry,large,2,8430.413,16860.826,0.07540536072222223,0.042152065,11420419,52890192,0.21592697186654192,0.7320365905761719,large,True
ai_004_008@scene_cam_01_geometry,large,2,8417.310999999996,16834.621999999992,0.07528817061111108,0.04208655499999998,11345137,52343942,0.2167421207978566,0.7203941345214844,large,True
ai_004_009@scene_cam_00_geometry,large,2,8584.245999999997,17168.491999999995,0.07678131144444443,0.04292122999999999,12161751,53808296,0.2260199988492481,0.711883544921875,large,True
ai_004_009@scene_cam_01_geometry,large,2,9080.824999999999,18161.649999999998,0.08122293472222221,0.04540412499999999,16300328,57278664,0.284579402899481,0.7111892700195312,large,True
ai_004_010@scene_cam_00_geometry,large,2,10552.990999999996,21105.981999999993,0.0943906417222222,0.05276495499999998,28418310,67356438,0.4219093355263234,0.7136459350585938,large,True
ai_004_010@scene_cam_01_geometry,large,2,10017.870999999997,20035.741999999995,0.08960429061111108,0.05008935499999998,32338849,63567722,0.5087306573609796,0.7165756225585938,large,True
ai_005_001@scene_cam_00_geometry,large,2,8312.615,16625.23,0.07435172305555554,0.04156307499999999,10042610,52620062,0.1908513524746512,0.9086151123046875,large,True
ai_005_003@scene_cam_00_geometry,large,2,9015.424000000005,18030.84800000001,0.08063795911111116,0.04507712000000002,15445225,56977171,0.27107742853712413,0.7104377746582031,large,True
ai_005_004@scene_cam_00_geometry,large,2,9376.612,18753.224,0.0838685851111111,0.04688305999999999,17124105,59404243,0.28826400498025034,0.736053466796875,large,True
ai_005_005@scene_cam_00_geometry,large,2,8650.219000000005,17300.43800000001,0.07737140327777782,0.04325109500000002,12580739,54923087,0.22906103220308793,0.8427391052246094,large,True
ai_005_006@scene_cam_00_geometry,large,2,9239.079999999996,18478.159999999993,0.08263843777777774,0.04619539999999998,14162546,58262056,0.24308352592294374,0.7349510192871094,large,True
ai_005_007@scene_cam_00_geometry,large,2,8632.264000000001,17264.528000000002,0.0772108057777778,0.04316132,11785787,54059424,0.21801540097800523,0.6979217529296875,large,True
ai_005_008@scene_cam_00_geometry,large,2,8341.405000000002,16682.810000000005,0.07460923361111114,0.041707025000000016,11165765,52053142,0.21450703206350158,0.7141914367675781,large,True
ai_005_009@scene_cam_00_geometry,large,2,9212.415000000005,18424.83000000001,0.0823999341666667,0.046062075000000015,13108969,57710833,0.22714919051679605,0.7261543273925781,large,True
ai_005_010@scene_cam_00_geometry,large,2,9142.691999999994,18285.383999999987,0.08177630066666661,0.04571345999999996,13038404,57614527,0.2263041055600439,0.7138862609863281,large,True
ai_006_001@scene_cam_00_geometry,large,2,12424.294000000005,24848.58800000001,0.1111284074444445,0.062121470000000026,34726227,78747767,0.4409804661508688,0.768768310546875,large,True
ai_006_001@scene_cam_01_geometry,large,2,12016.665,24033.33,0.10748239250000001,0.060083325,31191952,76495250,0.40776325327389606,0.7687568664550781,large,True
ai_006_002@scene_cam_00_geometry,large,2,9364.701000000005,18729.40200000001,0.08376204783333338,0.04682350500000002,12224376,58997119,0.20720293138381893,0.7192459106445312,large,True
ai_006_002@scene_cam_01_geometry,large,2,9296.682000000004,18593.36400000001,0.0831536556666667,0.04648341000000002,10419607,58328043,0.17863803522432598,0.6990470886230469,large,True
ai_006_002@scene_cam_02_geometry,large,2,8651.478999999994,17302.957999999988,0.07738267327777772,0.04325739499999996,10195197,53676614,0.1899374092412014,0.6918449401855469,large,True
ai_006_003@scene_cam_00_geometry,large,2,8942.333999999997,17884.667999999994,0.07998420966666664,0.04471166999999998,13754998,56013651,0.2455651034066678,1.36346435546875,large,True
ai_006_004@scene_cam_00_geometry,large,2,9813.125999999997,19626.251999999993,0.0877729603333333,0.04906562999999998,10397434,61207252,0.16987258307234573,0.9259567260742188,large,True
ai_006_006@scene_cam_00_geometry,large,2,12416.163000000004,24832.32600000001,0.11105568016666671,0.06208081500000002,27978747,80042754,0.3495475305609799,0.8140640258789062,large,True
ai_006_006@scene_cam_01_geometry,large,2,12454.444999999998,24908.889999999996,0.11139809138888886,0.06227222499999998,44661876,80022254,0.5581181954709749,0.81341552734375,large,True
ai_006_006@scene_cam_02_geometry,large,2,12110.374000000005,24220.74800000001,0.10832056744444449,0.06055187000000002,34712915,77660637,0.4469821049755232,0.8187980651855469,large,True
ai_006_007@scene_cam_00_geometry,large,2,11085.188999999998,22170.377999999997,0.09915085716666666,0.05542594499999999,37233798,70210852,0.5303140033110552,0.7183494567871094,large,True
ai_006_008@scene_cam_00_geometry,large,2,10744.144999999999,21488.289999999997,0.09610040805555554,0.05372072499999999,15841711,68401531,0.23159877810337315,0.7530746459960938,large,True
ai_006_009@scene_cam_00_geometry,large,2,9316.78,18633.56,0.08333342111111111,0.0465839,11489516,57809222,0.19874884322089648,0.7196502685546875,large,True
ai_006_009@scene_cam_01_geometry,large,2,10064.905999999999,20129.811999999998,0.09002499255555554,0.05032452999999999,12034894,63549258,0.18937898535337738,0.718170166015625,large,True
ai_006_009@scene_cam_02_geometry,large,2,9625.454000000002,19250.908000000003,0.08609433855555557,0.04812727,12557410,60333054,0.2081348310330851,0.6964683532714844,large,True
ai_006_010@scene_cam_00_geometry,large,2,9292.975999999999,18585.951999999997,0.08312050755555554,0.04646487999999999,15138360,58953719,0.2567838001873978,0.7179336547851562,large,True
ai_006_010@scene_cam_01_geometry,large,2,9219.287999999997,18438.575999999994,0.08246140933333329,0.046096439999999975,16144726,57780088,0.2794167776276146,0.6993980407714844,large,True
ai_006_010@scene_cam_02_geometry,large,2,9841.096000000001,19682.192000000003,0.08802313644444446,0.04920548,16487059,62424427,0.2641123001417378,0.720306396484375,large,True
ai_007_001@scene_cam_00_geometry,large,2,9136.965,18273.93,0.08172507583333333,0.045684825,13663481,57885669,0.23604255139557945,0.7221031188964844,large,True
ai_007_001@scene_cam_01_geometry,large,2,9458.223,18916.446,0.08459855016666666,0.047291114999999995,14719196,60180395,0.24458456944325474,0.6982498168945312,large,True
ai_007_002@scene_cam_00_geometry,large,2,8601.987999999996,17203.97599999999,0.07694000377777774,0.043009939999999976,9171042,54350998,0.16873732474976816,0.7424964904785156,large,True
ai_007_002@scene_cam_01_geometry,large,2,8051.212000000002,16102.424000000005,0.07201361844444445,0.04025606,6558486,50572586,0.12968460817882638,0.7252960205078125,large,False
ai_007_004@scene_cam_00_geometry,large,2,11276.821,22553.642,0.10086489894444443,0.05638410499999999,53379928,72237929,0.7389459905474312,0.7285804748535156,large,True
ai_007_004@scene_cam_02_geometry,large,2,10574.022999999994,21148.045999999988,0.09457876127777773,0.05287011499999997,37870684,67632089,0.5599514159617338,0.6963081359863281,large,True
ai_007_004@scene_cam_03_geometry,large,2,10367.298000000008,20734.596000000016,0.09272972100000007,0.05183649000000004,30558560,66099184,0.4623137253857778,0.6974296569824219,large,True
ai_007_005@scene_cam_00_geometry,large,2,8771.645999999999,17543.291999999998,0.07845750033333333,0.04385823,13648409,55019256,0.24806604073308444,0.7041015625,large,True
ai_007_005@scene_cam_01_geometry,large,2,9361.806999999997,18723.613999999994,0.08373616261111108,0.04680903499999998,24313555,58913304,0.4127005845742415,1.5924301147460938,large,True
ai_007_006@scene_cam_00_geometry,large,2,8057.793999999998,16115.587999999996,0.07207249077777776,0.040288969999999986,6897415,50041127,0.13783492526057617,0.7151336669921875,large,True
ai_007_006@scene_cam_01_geometry,large,2,8390.797999999997,16781.595999999994,0.07505102655555553,0.04195398999999998,7747696,52171947,0.1485031026348317,0.7241172790527344,large,True
ai_007_007@scene_cam_00_geometry,large,2,9362.133000000002,18724.266000000003,0.08373907850000001,0.046810665,14141227,58923815,0.23999170793676547,0.7054595947265625,large,True
ai_007_007@scene_cam_01_geometry,large,2,8838.835000000001,17677.670000000002,0.07905846861111113,0.044194175,12624499,55153682,0.2288967579716618,0.7096595764160156,large,True
ai_007_008@scene_cam_00_geometry,large,2,8589.312,17178.624,0.076826624,0.042946559999999995,8292013,53556673,0.15482688777176282,0.7040786743164062,large,True
ai_007_008@scene_cam_01_geometry,large,2,8540.852,17081.704,0.07639317622222223,0.04270426,7813257,53337195,0.14648796210599377,0.69927978515625,large,True
ai_007_009@scene_cam_00_geometry,large,2,9329.470999999998,18658.941999999995,0.08344693505555553,0.04664735499999998,14326528,59339763,0.2414321742403993,0.9168205261230469,large,True
ai_007_009@scene_cam_01_geometry,large,2,9530.627999999999,19061.255999999998,0.08524617266666666,0.04765313999999999,15380211,60462901,0.25437434766816763,1.0613632202148438,large,True
ai_007_010@scene_cam_00_geometry,large,2,9045.892000000003,18091.784000000007,0.08091047844444448,0.04522946000000001,13602317,57370859,0.2370945326093165,0.7791824340820312,large,True
ai_007_010@scene_cam_01_geometry,large,2,9415.776000000002,18831.552000000003,0.08421888533333334,0.047078880000000004,24698999,59981314,0.4117782247984764,1.2848320007324219,large,True
ai_008_001@scene_cam_00_geometry,large,2,8475.627999999999,16951.255999999998,0.07580978377777776,0.04237813999999999,8076600,52585269,0.15359054262896327,0.7067794799804688,large,True
ai_008_001@scene_cam_01_geometry,large,2,8510.491,17020.982,0.07612161394444444,0.042552455,8117456,53075840,0.1529406976884398,0.7203865051269531,large,True
ai_008_001@scene_cam_02_geometry,large,2,8180.3229999999985,16360.645999999997,0.0731684446111111,0.040901614999999995,7668450,50529301,0.15176243977726903,0.72265625,large,True
ai_008_001@scene_cam_03_geometry,large,2,8492.008999999998,16984.017999999996,0.0759563027222222,0.04246004499999999,8237439,53014995,0.15537941671030997,0.7219657897949219,large,True
ai_008_002@scene_cam_00_geometry,large,2,8415.646000000002,16831.292000000005,0.07527327811111113,0.042078230000000015,9899857,52643833,0.1880534990679725,0.7190628051757812,large,True
ai_008_002@scene_cam_01_geometry,large,2,8573.261999999995,17146.52399999999,0.07668306566666662,0.04286630999999997,9996270,53660885,0.18628596975245562,0.7113761901855469,large,True
ai_008_003@scene_cam_00_geometry,large,2,8898.113999999998,17796.227999999996,0.07958868633333331,0.044490569999999986,11039707,55832472,0.19772914586336066,0.7122840881347656,large,True
ai_008_003@scene_cam_01_geometry,large,2,8902.204000000003,17804.408000000007,0.07962526911111115,0.04451102000000001,10778285,55715523,0.19345210131115523,0.7355232238769531,large,True
ai_008_004@scene_cam_00_geometry,large,2,8056.673000000003,16113.346000000007,0.07206246405555558,0.040283365000000015,7651276,49933172,0.1532303215185288,0.6958465576171875,large,True
ai_008_004@scene_cam_01_geometry,large,2,7884.295999999999,15768.591999999999,0.07052064755555555,0.039421479999999995,7316577,48986406,0.14935933450598518,0.7197494506835938,large,True
ai_008_005@scene_cam_00_geometry,large,2,9239.812999999998,18479.625999999997,0.08264499405555553,0.046199064999999984,13398508,58482329,0.2291035297174981,0.7149620056152344,large,True
ai_008_005@scene_cam_01_geometry,large,2,9376.109000000004,18752.218000000008,0.08386408605555559,0.04688054500000002,13931229,58618585,0.237658909712679,0.6906852722167969,large,True
ai_008_006@scene_cam_00_geometry,large,2,8742.158999999998,17484.317999999996,0.07819375549999998,0.04371079499999998,13272197,54961250,0.24148280834224112,0.7382621765136719,large,True
ai_008_006@scene_cam_01_geometry,large,2,8763.053999999996,17526.107999999993,0.07838064966666664,0.043815269999999976,11294686,54825370,0.20601203420970984,0.7248764038085938,large,True
ai_008_007@scene_cam_00_geometry,large,2,8700.420000000006,17400.84000000001,0.07782042333333337,0.04350210000000002,13109109,54758116,0.23940029273468796,0.71673583984375,large,True
ai_008_007@scene_cam_01_geometry,large,2,9585.804000000002,19171.608000000004,0.08573969133333335,0.04792902000000001,12794932,60371533,0.21193650987792542,0.7113838195800781,large,True
ai_008_008@scene_cam_00_geometry,large,2,8969.940999999997,17939.881999999994,0.08023113894444442,0.04484970499999998,11054699,56101436,0.19704841423310449,0.7024955749511719,large,True
ai_008_008@scene_cam_01_geometry,large,2,9745.187000000002,19490.374000000003,0.08716528372222224,0.048725935000000005,12047134,61453491,0.1960366092139501,0.69775390625,large,True
ai_008_009@scene_cam_00_geometry,large,2,8939.193,17878.386,0.07995611516666666,0.04469596499999999,11169225,55971738,0.199551155620717,0.7803611755371094,large,True
ai_008_010@scene_cam_00_geometry,large,2,8871.365,17742.73,0.07934943138888888,0.044356824999999996,9496958,55747189,0.1703576121120654,0.7273101806640625,large,True
ai_009_001@scene_cam_00_geometry,large,2,8514.835,17029.67,0.0761604686111111,0.04257417499999999,10382619,53309831,0.19475993086528448,0.92059326171875,large,True
ai_009_002@scene_cam_00_geometry,large,2,9622.988,19245.976,0.08607228155555555,0.048114939999999995,16878640,61008510,0.27666041999714464,0.9706230163574219,large,True
ai_009_003@scene_cam_00_geometry,large,2,8607.249999999996,17214.499999999993,0.07698706944444442,0.043036249999999984,9528589,54024097,0.17637664540695608,0.7364082336425781,large,True
ai_009_004@scene_cam_00_geometry,large,2,7724.9990000000025,15449.998000000005,0.06909582438888891,0.03862499500000001,5999486,48503015,0.1236930528957839,0.7109031677246094,large,True
ai_009_005@scene_cam_00_geometry,large,2,10444.213000000002,20888.426000000003,0.09341768294444446,0.052221065000000004,18451670,66731437,0.27650640881598276,0.7261543273925781,large,True
ai_009_005@scene_cam_01_geometry,large,2,10509.224999999999,21018.449999999997,0.09399917916666665,0.05254612499999999,44318033,67329334,0.6582277050297275,0.7041015625,large,True
ai_009_006@scene_cam_00_geometry,large,2,8187.504999999998,16375.009999999997,0.0732326836111111,0.04093752499999999,8192698,50484462,0.16228157487347294,0.6963615417480469,large,True
ai_009_007@scene_cam_00_geometry,large,2,8102.162000000001,16204.324000000002,0.07246933788888889,0.04051081,7816054,50566342,0.15457028708938447,0.7007865905761719,large,True
ai_009_008@scene_cam_00_geometry,large,2,9363.305000000004,18726.610000000008,0.08374956138888892,0.04681652500000002,11769572,58500377,0.20118796841257963,0.8198013305664062,large,True
ai_009_009@scene_cam_00_geometry,large,2,9097.545999999997,18195.091999999993,0.08137249477777775,0.04548772999999998,13073356,57206491,0.22852924155057858,0.7194595336914062,large,True
ai_010_001@scene_cam_00_geometry,large,2,7894.147999999998,15788.295999999997,0.0706087682222222,0.03947073999999998,7712499,49356797,0.15626011955354396,0.7254066467285156,large,True
ai_010_002@scene_cam_00_geometry,large,2,7824.947999999999,15649.895999999999,0.06998981266666666,0.03912474,6762192,48693128,0.138873641471544,0.7284469604492188,large,True
ai_010_002@scene_cam_01_geometry,large,2,7664.539999999996,15329.079999999993,0.06855505222222219,0.03832269999999998,4366168,47722261,0.09149122251353514,0.7107887268066406,large,False
ai_010_003@scene_cam_00_geometry,large,2,8424.187000000002,16848.374000000003,0.07534967261111113,0.042120935000000005,7128296,52891956,0.13477089030324385,0.6986427307128906,large,True
ai_010_003@scene_cam_01_geometry,large,2,8274.750999999995,16549.50199999999,0.07401305061111106,0.04137375499999997,7616894,51553008,0.14774877927588628,0.7118110656738281,large,True
ai_010_004@scene_cam_00_geometry,large,2,7889.831000000001,15779.662000000002,0.07057015505555557,0.03944915500000001,5946085,49097180,0.12110848321634766,0.6917266845703125,large,True
ai_010_004@scene_cam_01_geometry,large,2,7760.599999999999,15521.199999999999,0.06941425555555554,0.03880299999999999,5042141,48163687,0.10468760416950637,0.7078628540039062,large,False
ai_010_005@scene_cam_00_geometry,large,2,7681.905000000002,15363.810000000003,0.0687103725,0.038409525,6024590,47415470,0.12705958624896052,0.7334403991699219,large,True
ai_010_006@scene_cam_00_geometry,large,2,7996.524000000002,15993.048000000004,0.07152446466666668,0.03998262,6099828,50000095,0.12199632820697641,0.7059974670410156,large,True
ai_010_007@scene_cam_00_geometry,large,2,7789.668999999998,15579.337999999996,0.0696742616111111,0.03894834499999999,7523851,48447278,0.1552997673058123,0.7016410827636719,large,True
ai_010_008@scene_cam_00_geometry,large,2,8237.31,16474.62,0.07367816166666667,0.041186549999999995,6284491,51817296,0.12128172415635119,0.7315750122070312,large,True
ai_010_009@scene_cam_00_geometry,large,2,7906.559999999997,15813.119999999994,0.07071978666666665,0.039532799999999986,8156216,48641528,0.16768009426019675,0.7209510803222656,large,True
ai_010_009@scene_cam_01_geometry,large,2,7791.076,15582.152,0.06968684644444445,0.03895538,8031773,47807344,0.1680029118538775,0.709930419921875,large,True
ai_010_009@scene_cam_02_geometry,large,2,7861.7029999999995,15723.405999999999,0.07031856572222221,0.039308514999999995,7923043,48817590,0.16229893773945006,0.7093391418457031,large,True
ai_011_001@scene_cam_00_geometry,large,2,8342.201000000003,16684.402000000006,0.0746163533888889,0.04171100500000001,9720601,51423291,0.18903109487877778,0.7702522277832031,large,True
ai_011_003@scene_cam_00_geometry,large,2,7903.689000000002,15807.378000000004,0.07069410716666669,0.039518445000000006,5876183,49344017,0.11908602820074418,0.7431793212890625,large,False
